id,Kichwa,Español
2564,chikichik,  cosquillas. yachana wasipi wawakuna chikichishpa pukllankuna. en la escuela los niños juegan haciéndose cosquillas.
2565,chikta,  brazo de río. napo mayupi achka chiktakunami tiyan. el río napo tiene muchos brazos de río.
2566,chikwan,  ave anunciador de buena o mala suerte en la cacería o pesca según creencias de los kichwas (variedad de ave con pluma marrón). chikwanmi yapa rimashpa mana uyan. el chikwan no deja de anunciar.
2567,chilpina,  hacer tiras la carne. aychata chilpinkapak yanapaway. ayúdame a hacer tiras la carne / que voy a freír mezclándola con huevo para darles de comer.
2568,chilli (shilli),  palmera. chilli pankawanmi wasita awarkani.tejí la casa con la hoja de palmera.
2569,chimpa,  la otra orilla. chimpa wasiman rinkarajuni. me voy a la casa de la otra orilla.
2570,chinkachina,  perder. kullkita illakta ñukapa warmi chinkachishka. mi mujer ha perdido todo el dinero.
2571,chinkillis,  hiel / bilis. chinkilis tukyakpi chay runa wañurka. murió porque se le reventó la hiel.
2572,chinta,  palizada. mayu chintapimi amarun sirin / rikukshamuy. la boa está en la palizada / ¡venga a ver!
2573,chiwilla,  piña. yapa kuruyakpi chiwillata mana mirachina ushani. no puedo producir piña porque mucho se engusana.
2574,chiwklla,  bien limpio. chiwkllakama mankata mayllanki. dejarás la olla bien limpio.
2575,chiwlli,  tipo de ave pequeña que se le escucha trinar en época de verano. yura pakaypimi paylla chiwlli kaparishka uyarin. en el árbol de guaba se escucha mucho trinar de ave.
2576,chukula,  colada de plátano maduro. kunan puncha chukulata upyarkani. hoy tomé colada de plátano maduro.
2577,chulla,  impar. chakipi machakuy kanipimi ismuwashka mana ukta jampipi kunanka chulla sakirishkani. por la mordedura de la serpiente se me pudrió el pie
2578, y por no hacerme curar a tiempo me quedé con un solo pie.,chun
2579,  silencio. chunlla purishpami sacha wiwata aychana.para cazar en la selva hay que andar en silencio.,chunchu
2580,  árbol madera fina. ayllullakta allpakunapi chunchu mallkita tarpushunchi ama chinkankapak. para realzar las comunidades sembremos plantas de chuncho y que no se pierda esta especie.,chunchulli
2581,  tripa. kushillu chunchullitami uchumankapi yanushpa mikuni. cocinando en la olla de ají / como la tripa del mono.,chunka
2582,  diez. chunka palanta mallkita tarpurkani. sembré diez plantas de plátano.,chunta
2583,  palma doméstica (cuyo fruto y palma son comestibles y se hace la chicha). chuntata aswashpa kaya pushkuklla upiachiwanki. harás chicha de chonta para que mañana me des de tomar chicha espumosa. kay punaka chuntayukmi / patachakipak allimi / apashun. este pambil tiene chonta / llevemos para la base de la casa.,chupa
2584,  rabo / cola. suni chupayuk machakuyta rikurkani. vi una culebra de cola larga. lumucha kurulla chupata charin. la guanta tiene rabo corto.,churana
2585,  colocar / vestido. yantata ashtashpa / pata ukupi churanki. trayendo la leña / colocarás debajo del piso. alli churanata charini.tengo buen vestido.,churi
2586,  hijo. kaymi ñuka churipa wasi. esta es la casa de mi hijo.,churu
2587,  caracol. yaku juntapi achka churuta japirkanchik. cuando hubo la crecentada / cogimos muchos caracoles.,chusku
2588,  cuatro. chusku wawatachu charinki. ¿tienes cuatro hijos?,chushak
2589,  vacío. wawki / kankunapakpi chushak allpa tiyanchu. ¿hermano / dentro de sus propiedades hay terreno vacío?,chuya
2590,  limpio. chuya yakuta chawpi sachapi upyarkani. en medio de la selva tomé agua limpia.,ila
2591,  higuerón (árbol medicinal). ila wikita upyashpami sasi kani / witsa kuruta wanuchinkapak. estoy en dieta por tomado leche de higuerón para matar las amebas.,illak
2592,  cero / sin nada. kipukamayu tupuypimi illak llukshishkani. en la evaluación de matemáticas me saqué cero.,illapa
2593,  escopeta. aychankapak mushuk illapata rantirkani. compré una escopeta nueva para la cacería.,illulli
2594,  un tipo de culebra. allpa kurumi yuyakpi illulli kashka / yuyayta manchachiwan. pensé que era lombriz y ha sido culebra / me asusté sobremanera.,ima
2595,  ¿qué?. imatak ninki. ¿qué quieres?,imashi
2596,  qué disque. imashi wasipi tukushka. qué disque ha pasado en la casa?.,imashna
2597,  cómo. chimpakman jichurishpaka imashnata shamunki. si te quedas al otro lado como vas a venir?.,imashti
2598,  lo que queríamos decir. imashti / imashti... mana yuyarinichu rimanka rashkata. esto... esto... no recuerdo lo que iba a decir.,imura
2599,  cuándo. llaktaman imurata pushawanki. ¿cuándo me vas a llevar al pueblo?,inayu
2600,  variedad de palmera. inayu makitami pitinkapak rirka piskuta pukunawa shitankapak. fue a cortar la rama de la palmera para hacer dardos para la cerbatana.,inchik
2601,  maní. inchik aswata upyapika machachinmi. tomando chicha de maní se emborrachó.,inina
2602,  creer. tukuy kan rimashkata ininimi / shinapash shuk mana chayshinallatak rimakpika / kanta ña mana inishachu. yo te creo lo que dices, sin embargo / si otro dice diferente / ya no te creo.
2603,inka,  emperador. kunanka inkata mana charinchikchu / shuk sami apukkunami tiyanun.en la actualidad ya no tenemos emperador / tenemos otro tipo de autoridades.
2604,intillama,  mono perezoso. intillama aychata uray runa ayllukunaka mana mikunchu. las familias que viven río abajo no comen el mono perezoso.
2605,iñu,  punto. kallari rimaykunata killkashpa inukunata churanki. al escribir los cuentos deben ubicar los puntos correctamente.
2606,irki,  flaco. imaraykuta yapalla irki kanki.¿por qué está demasiado flaco?
2607,isma,  excremento / estiércol. wawa ismata jichunki / ashnakunmi. el defecado del niño apesta. wakra ismaka allpawan chapupika muyukunata tarpunkapami alli kan. abonando la tierra con el estiércol de ganado se hace fértil para el cultivo.
2608,ismu,  podrido. kayna japishka aychaka ismushkami. la carne que cogí ayer se ha podrido.
2609,ishkuna,  desgranar / desgajar. sara kuruntamanta muyuta ishkunkik kaya puncha rantichinkapak. desgranarás el maíz para vender mañana.
2610,ishkurina,  desgranarse / desmoronarse / desgajarse. ñuka charishka sara sumak ishkurikmi. el maíz que tengo se desgrana fácil.
2611,ishpa,  orina. kunan tuta wawaka ishparishpa pakarishka. el bebé amaneció orinado.
2612,ishpapuru,  vejiga. ishpapurumi wichkarishka / chayraykumi ishpanata mana ushan. se ha obstruido el canal de la vejiga / por eso no puede orinar.
2613,ishpinku,  árbol de la canela / canelo. ñuka wasipika pichka ishpinku yurakunami shayan. en mi casa hay cinco árboles de canela.
2614,itsi,  desnutrido. kanpak wawa yapami itsiyashka. tu niño está demasiado desnutrido.
2615,jachi,  tío. jachipakmanmi rikani. me voy donde el tío.
2616,jaja,  expresión que se utiliza con los niños pequeñitos para lo que les va a hacer daño. wawata chuchuta jichuchinkapak nishpa / manturuta jawirishpa riman
2617,jajachina,  colocar ají en los ojos o en la boca al niño travieso y llorón.
2618,jajana,  colocar ají en el ojo / en la boca para callar al niño llorón. chay wawa jajaytukunatami munan / wakashpa amichiwan. ese niño quiere que se le ponga ají / ya estoy harto de sus lloriqueos.
2619,jaku,  vamos. jaku armankapak. vamos a bañarnos.
2620,jamtsi,  afrecho / degenerado. aswa jamtsita pata ukullapi juntachinushka. el afrecho de chicha lo han amontonado debajo del piso.
2621,jamutana,  entender / oír. apukkuna rimashkata jamutarkankichu. ¿lo que dijeron las autoridades lo entendiste?
2622,janak,  arriba / curso superior del río. janak runakuna shamunami kan. la gente de arriba tiene que venir. umaman tamiakpimi yakuka juntamun. cuando llueve en la cabecera / el río crece.
2623,janakman,  hacia arriba / hacia la cabecera del río. janakmanmi ñuka pani kawsan. mi hermana vive hacia arriba.janakman illapashka uyarirka. el disparo sonó hacia arriba.
2624,janakniman,  un poco más arriba (no hay una distancia concreta). yayaka. janakniman rirka. ¿tu papá? fue allá arriba.
2625,janaknipi,  allí arriba. kanpak aylluka maypimi kawsan. janaknipimi kawsan.¿dónde vive tu pariente? allí arriba vive.
2626,janka,  cojo / patojo / rengo. rikuy / chay atallpa janka kan. mira / esa gallina está coja.
2627,jankana,  cojear / patojear / renquear. imata rashpami jankashpa purin. pukllaysikimantami chaki tullu pakishka. ¿por qué camina cojeando? por juguetón se ha fracturado el pie.
2628,jankayana,  retorcerse el tobillo / fracturarse las extremidades inferiores. chakimukumi kiwirishka / kunanka hankayanmari. se ha retorcido el tobillo / ahora sí que va a estar patojo.
2629,janpatu,  una variedad de rana anunciadora de lluvia / es de las más grandes y comestible. tamyankapakmi jampatuka kaparijun. la rana anuncia que lloverá.
2630,janpi,  medicamento / veneno / curare. jampita rantinkapakmi llaktaman rikunchik. vamos al pueblo a comprar medicamentos. piruti jampi wakllishkami. el curare se ha estropeado.
2631,janpina,  curar / envenenar / pescar con barbasco. uma nanaywan charikrunami jamirkani. fui a curar al que estaba sufriendo con dolor de cabeza. yakuwata jampinkapak allimi karka. estaba bueno de embarbascar el riachuelo.
2632,janpirina,  curarse / sanarse. sinchi unkuymanta jampirishpami purihuni. sanándome de una enfermedad mortal estoy por aquí.
2633,jantia,  sábalo. uchilla yakukunapika tawka jantyami tiyarka. antiguamente hubo cantidad de sábalos en las quebradas.
2634,japichina,  encender / prender. ninata japichi. enciende el fuego.
2635,japina,  coger / apresar / aparear / entender. kuchita japinki / runtuta surkushun. cogerás al puerco para castrarlo. mana samashpa japik kari atallpamari. es un gallo que pisa sin descansar. tantanakuypi rimashkata japirkankichu. ¿entendiste lo que dijeron en la reunión?
2636,japinakuna,  agarraese / cogerse. chikan purikkuna / piñanakunkapak japinakurka. andaban separados / se agarraron a insultos. kay sinchi yakuta chinpankapak / makipura hapinakuychik. para cruzar este río agárrense de las manos.
2637,japirina,  cogerse / sostenerse / enredarse / encenderse. kaspipi japiri. cógete del palo. kasha waskapi japirishpa urmarka. se cayó enredándose en el espinero. paypak munay nina japirishka. el fuego se ha encendido de por sí.
2638,jarka,  obstáculo / impedimento. kay jarka ama purinkapak churashkami karka. este obstáculo estaba colocado para no pasar.
2639,jarkana,  atajar / impedir / detener / estorbar. chay runata jarkay ama richu. estórbale a nandino para que no se vaya.
2640,jarkarina,  atascarse / obstruirse. kaspi yapa tiyakpi achka kutin jarkarirkanchik. porque había muchos palos nos detuvimos varias veces.
2641,jarkashka,  corral / cerco. kuchikuna jarkashkami urmashka. se ha caído en el cerco de los puercos.
2642,jarnina,  roncar. kuchi shina jarnishpa puñunki. cuando duermes / roncas como puerco.
2643,jatachina,  levantarse / alzar. tutata jatarirkani. me levanté en la mañanita. mashakta pay mana ushakpi / ñuka jatachirkani. porque él no puede con lo pesado / tuve que levantar yo.
2644,jatarina,  levantarse / pararse / despertarse. kunkaymanta jatarishpa jaytawarka. se levantó de improviso y me agredió. tutapi achka kutin ishpanayakpi jatarirkani. en la noche me levanté varias veces para orinar.
2645,jatun,  grande / alto / amplio. jatun llaktapimi kawsan. vive en ciudad grande. rayuka jatun runami riman. dicen que el rayo es un hombre alto. jatun sara chakrata rurashka. ha hecho un maizal muy amplio.
2646,jatun-mama,  abuela. ñuka jatun-mamata mana riksirkanichu. no le conocí a mi abuela.
2647,jatunnaya,  mediano / poco grande. jatunnaya allpatami chini. mi terreno es un poco grande. yasuni yakuka jatunnayami kan. el yasuní es un río mediano.
2648,jatun-yaya,  abuelo. paykunapak jatun-yayakunaka chayrami kawsan. los abuelos de ellos aún viven.
2649,jatsiana,  estornudar. lumaritsu japishpami yapa jatsyachin. la gripe hace estornudar bastante.
2650,jaw,  ¿qué?. jaw / imata rimarkanki. ¿qué jijiste? no te escuché.
2651,jawa jawalla,  a medias. kiwata jawa jawalla pichankichik. cortarán la hierba a medias.
2652,jawa,  alto / grande. ñuka churika jawa runami. mi hijo es un hombre alto. pata jawa kashkarayku yaku mana paktarkachu. por ser ato el piso / no llegó la creciente.
2653,jawalla,  poco profundo. kaytaka rinallami / hawallami. por aquí no hay como ir / está un poco profundo.
2654,jawaman,  encima / hacia arriba / arriba. wasi jawaman sikashpa almayarita churay. pon la cumbrera subiendo al techo de la casa. kay pachapi yanapashka washa / kuyllurkuna jawaman sikanushka. después de ayudar en este mundo / las estrellas subieron al cielo.
2655,jawamanta,  de arriba / desde encima. jawamanta wayra shina uyarimushpa / tsatsapi shuk pishku shayarirka. bajó con un ruido como de viento y vino a posarse esa ave en la playa.
2656,jawapi,  sobre / encima. kaspi pallka runa jawapi urmarka. una rama cayó sobre la gente.
2657,jawayana,  subir / sobre. jawaman mana pakta ushashpaka / tiyarinamanta jawayashpa japi. si no alcanzas / párate sobre la silla.
2658,jawina,  pintar / manchar / embadurnar. tukuy wasikunata jawikpi / llakta sumak rikurin. pintando todas las casas / se ve bonita la ciudad. macha runakuna turuwan hawirishpa pukllaranurka. los borrachos jugaban embadurnándose con lodo.
2659,jawirina,  pintarse / embadurnarse / mancharse. tukuy aychata pukaklla manturuwan jawirishka. se ha pintado todo el cuerpo de rojo con achiote.
2660,jawriyana,  quemarse. tarpushka arroz shuk pampa jawriyashka. el arroz sembrado se ha requemado una parte.
2661,jawshana,  bostezar. jakuychi puñukrishun / jawshachiwanmi. vamos a dormir que ya estoy bostezando.
2662,jawya,  consuegro(a). ñukanchik jawya shamushami rimashpallatak / mana paktamunchu. nuestro consuegro ofreció venir y no llega.
2663,jay,  denotando desobediencia. jay / mana rinayawanchu. ¡veh! no quiero.
2664,jayak,  amargo / hiel. janpi jayak kakpimi mana upiani. por ser amargos los medicamentos no los tomo. jayaktami tukyachishkankichik / chayraykumi aycha mana mikuypak jayak kan. han reventado la hiel / por eso la carne está amarga / no hay como comer.
2665,jayakyana,  agriarse. mikuna jayakyashka. se ha agriado la comida.
2666,jaytana,  pisar / pisotear / patear. kaypi ama jaytaychu / pakirinkami. aquí no pises / está por romperse. umpata jaytashpa sumakta pukllanurka. jugaron muy bonito pateando la pelota.
2667,jaytarina,  sujetarse con los pies / tambalearse. urkukunapi uraykukushpa sikakushpa imapash / allimanta jaytarishpa purina tukunchik. al subir o bajar en los cerros / procuramos sujetarnos con los pies. mana purina ushak sirikmi / hanpirinkapak allimanta haytarishpa rihun. estuvo sin poder caminar y ahora va tambaleándose para hacerse curar.
2668,jichana,  regar / botar / esparcir. waktashkapi sarata jichakrisha. iré a regar maíz en el campo.
2669,jichuna,  abandonar / dejar / botar. ñukanchik jawyaka paypak karita jichushkami. nuestra consuegra abandonó a su marido.
2670,jichurina,  quedarse. yayaka shamurkachu. wasita rikushpami jichurirka. ¿vino papá? quedó cuidando la casa.
2671,jiji,  saltamontes / grillo. ima sami allkuchari. jijikunantin japishpa mikun. es raro este perro / hasta grillos coge y come.
2672,jijiñas,  arenilla (nombre de mosquito). inti pachapika wasi ukuntinmi jijiñus killachin. en el verano hasta en el interior de la vivienda molestan las arenillas.
2673,jiluku,  una clase de gavilán nocturno. jilukuka killapak pani kashka / ishkantin jawaman sikakushkapi jichurishpa / anka tukushka. al estar subiendo al cielo / se quedó y se convirtió en gavilán.
2674,jillay,  hierro / hecho de hierro. awlukunaka rumimanta tumiwan kuchurka / ñukanchikka / jillay tumiwan kuchunchik. los antepasados cortaban con hacha de piedra nosotros los hacemos con hacha de hierro.
