id,Kichwa,Espa√±ol,Etiqueta
2538,chaja,  variedad de raposa. allkumi chajata japishka. el perro ha matado una raposa.,negativo
2539,chaka,  puente. yachana wasiman rina chakami urmashka. el puente para cruzar a la escuela se ha caÌdo.,positivo
2540,chakimuku,  tobillo. chakimuku takarishkani. me he golpeado en el tobillo.,negativo
2541,chakirina,  secarse / rebajar el rÌo. Òuka churana chakirishkachu. ari. chakirishkami. ømi ropa est· seca? °sÌ / ya est· seca! yaku chakirishpa pakarishka. el rÌo amaneciÛ rebajado.,neutro
2542,challun,  dos variedades de mosquitos / unos coloraditos que se amontonan en la chicha (aswa challun) y los negritos que se amontonan y molestan en las heridas / estiercol / comidas / etc.. aswallapimi aswa challunka killachin / yanami karachakunapi / ismakunapi imapipash killachin. solo en la chicha molesta el mosquito de la chicha / mientras que el otro / el negrito lo hace en las heridas / en lo que sea.,neutro
2543,champira,  palmera de fibra para tejer la red de pescar / hamacas / sikras / piolas / etc. Òukanchik rukukunaka champirallawanmi llikata / shikra / tukuy imakunatapash awakkuna karka. nuestros abuelos sÛlo con la fibra de la palmera tejÌan red / bolsos / hamaca y piolas.,neutro
2544,champuru,  ·rbol espinoso pero suave como la papaya / con cuyos frutos se alimentan las tortugas y el tallo tumbado reproduce gusanos. champuru yurapi kuruta japirkani. en el ·rbol de champuro cogÌ gusano. champuru muyu jicharishkata tsawatakuna mikunun. las tortugas comen las pepas caÌdas del champuro.,positivo
2545,chamuk,  insÌpido / desabrido. imaraykuta kanka chamuk mikunallata yanunki. øpor quÈ cocinas solo comida insÌpida?,neutro
2546,chapa,  unidos / gemelos / crecer pegados. Òuka panipa ushushimi chapa wawakunata apashka. la hija de mi hermana ha dado a luz a dos niÒos gemelos. warmi wawakunaka chapa muyukunata mana mikuna / wawa chapata tuparinka. las niÒas no deben comer frutas pegadas / les han de nacer niÒos juntos.,neutro
2547,chapu,  mezclar sÛlidos. sara aswata / lumi aswawan chapuni. mezclo la chilca de maÌz con la de yuca.,positivo
2548,charapa,  variedad de tortuga rapa lulunta japirka. mi hijo ha juntado diez huevos de tortuga acu·tica.,positivo
2549,chari,  ten (acciÛn de decir tenme una cosa).kan kay allkuta chari. tenme este perro.,positivo
2550,chaski,  mensajero. ayllullaktakunapi chayra chaskikunaka tiyan. en las comunidades existen todavÌa los mensajeros.,neutro
2551,chawana,  exprimir. aswata alli chaway . exprima bien la chicha.,negativo
2552,chawanaya,  falto de cocciÛn. kay palanta chawanayami. a este pl·tano le falta cocciÛn.,positivo
2553,chawsina,  sacudir / desempolvar / dispersar / desbaratar. puÒunata chawsinki allpallami karka. desempolvar·s la cama / estaba pura tierra.,positivo
2554,chay,  ese / esa / eso / aquel / aquella. chay warmi sumak rikurik kan. esa mujer es bonita. chay Òukanchik puÒushka wasita yuyarinkichu / chaypi alli kawsana karka. recuerdas aquella casa donde dormimos / era,positivo
2555,chayka,  °toma! (acusar alg˙n error). chayka urmarkami. °toma / se cayÛ!. chayka kanpa lumu. °toma su yuca! °toma por no entender!,positivo
2556,chaylla,  solo eso / eso no m·s / no hay m·s. chayllatak apamuy. traigan solo eso. chayllami tiyan. eso no m·s hay.,neutro
2557,chayniman,  un poco m·s all·. chayniman lumu ashankata sakinki. dejar·s la canasta de yuca un poco m·s all·.,positivo
2558,chaypi,  allÌ. wasita chaypi shayachinami. allÌ hay que parar la casa. chaypimi kanpak puÒuna. allÌ est· tu cama.,positivo
2559,chayrayku,  por eso. chayrayku ama upyachu nirkani. por eso te dije que no te vayas a tomar.,positivo
2560,chayshina,  de esa manera. chayshina wasita rurakpimi alli sakirinka. haciendo de esa manera la casa quedar· bien.,positivo
2561,chichi,  no tocar (voz prohibitiva para los niÒos pequeÒos). chichi / ama llankaychu chay kashata °no toques esa espina!.,neutro
2562,chichiku,  mono pequeÒo de la amazonÌa de color gris (chichico / se conocen por lo menos tres variedades). kay chichiku wawata kanpak akcha ukupi apashpa puri. esta crÌa de monito anda llev·ndole dentro de su cabellera.,neutro
2563,chichu,  preÒada (animales). Òukanchipa warmi allkukuna chichunushkami. nuestras perras se han quedado preÒadas.,neutro
2564,chikichik,  cosquillas. yachana wasipi wawakuna chikichishpa pukllankuna. en la escuela los niÒos juegan haciÈndose cosquillas.,positivo
2565,chikta,  brazo de rÌo. napo mayupi achka chiktakunami tiyan. el rÌo napo tiene muchos brazos de rÌo.,neutro
2566,chikwan,  ave anunciador de buena o mala suerte en la cacerÌa o pesca seg˙n creencias de los kichwas (variedad de ave con pluma marrÛn). chikwanmi yapa rimashpa mana uyan. el chikwan no deja de anunciar.,negativo
2567,chilpina,  hacer tiras la carne. aychata chilpinkapak yanapaway. ay˙dame a hacer tiras la carne / que voy a freÌr mezcl·ndola con huevo para darles de comer.,neutro
2568,chilli (shilli),  palmera. chilli pankawanmi wasita awarkani.tejÌ la casa con la hoja de palmera.,positivo
2569,chimpa,  la otra orilla. chimpa wasiman rinkarajuni. me voy a la casa de la otra orilla.,positivo
2570,chinkachina,  perder. kullkita illakta Òukapa warmi chinkachishka. mi mujer ha perdido todo el dinero.,negativo
2571,chinkillis,  hiel / bilis. chinkilis tukyakpi chay runa waÒurka. muriÛ porque se le reventÛ la hiel.,positivo
2572,chinta,  palizada. mayu chintapimi amarun sirin / rikukshamuy. la boa est· en la palizada / °venga a ver!,negativo
2573,chiwilla,  piÒa. yapa kuruyakpi chiwillata mana mirachina ushani. no puedo producir piÒa porque mucho se engusana.,neutro
2574,chiwklla,  bien limpio. chiwkllakama mankata mayllanki. dejar·s la olla bien limpio.,positivo
2575,chiwlli,  tipo de ave pequeÒa que se le escucha trinar en Època de verano. yura pakaypimi paylla chiwlli kaparishka uyarin. en el ·rbol de guaba se escucha mucho trinar de ave.,neutro
2576,chukula,  colada de pl·tano maduro. kunan puncha chukulata upyarkani. hoy tomÈ colada de pl·tano maduro.,neutro
2577,chulla,  impar. chakipi machakuy kanipimi ismuwashka mana ukta jampipi kunanka chulla sakirishkani. por la mordedura de la serpiente se me pudriÛ el pie,negativo
2578, y por no hacerme curar a tiempo me quedÈ con un solo pie.,chun,neutro
2579,  silencio. chunlla purishpami sacha wiwata aychana.para cazar en la selva hay que andar en silencio.,chunchu,neutro
2580,  ·rbol madera fina. ayllullakta allpakunapi chunchu mallkita tarpushunchi ama chinkankapak. para realzar las comunidades sembremos plantas de chuncho y que no se pierda esta especie.,chunchulli,neutro
2581,  tripa. kushillu chunchullitami uchumankapi yanushpa mikuni. cocinando en la olla de ajÌ / como la tripa del mono.,chunka,neutro
2582,  diez. chunka palanta mallkita tarpurkani. sembrÈ diez plantas de pl·tano.,chunta,neutro
2583,  palma domÈstica (cuyo fruto y palma son comestibles y se hace la chicha). chuntata aswashpa kaya pushkuklla upiachiwanki. har·s chicha de chonta para que maÒana me des de tomar chicha espumosa. kay punaka chuntayukmi / patachakipak allimi / apashun. este pambil tiene chonta / llevemos para la base de la casa.,chupa,negativo
2584,  rabo / cola. suni chupayuk machakuyta rikurkani. vi una culebra de cola larga. lumucha kurulla chupata charin. la guanta tiene rabo corto.,churana,neutro
2585,  colocar / vestido. yantata ashtashpa / pata ukupi churanki. trayendo la leÒa / colocar·s debajo del piso. alli churanata charini.tengo buen vestido.,churi,neutro
2586,  hijo. kaymi Òuka churipa wasi. esta es la casa de mi hijo.,churu,positivo
2587,  caracol. yaku juntapi achka churuta japirkanchik. cuando hubo la crecentada / cogimos muchos caracoles.,chusku,positivo
2588,  cuatro. chusku wawatachu charinki. øtienes cuatro hijos?,chushak,positivo
2589,  vacÌo. wawki / kankunapakpi chushak allpa tiyanchu. øhermano / dentro de sus propiedades hay terreno vacÌo?,chuya,positivo
2590,  limpio. chuya yakuta chawpi sachapi upyarkani. en medio de la selva tomÈ agua limpia.,ila,neutro
2591,  higuerÛn (·rbol medicinal). ila wikita upyashpami sasi kani / witsa kuruta wanuchinkapak. estoy en dieta por tomado leche de higuerÛn para matar las amebas.,illak,neutro
2592,  cero / sin nada. kipukamayu tupuypimi illak llukshishkani. en la evaluaciÛn de matem·ticas me saquÈ cero.,illapa,neutro
2593,  escopeta. aychankapak mushuk illapata rantirkani. comprÈ una escopeta nueva para la cacerÌa.,illulli,negativo
2594,  un tipo de culebra. allpa kurumi yuyakpi illulli kashka / yuyayta manchachiwan. pensÈ que era lombriz y ha sido culebra / me asustÈ sobremanera.,ima,neutro
2595,  øquÈ?. imatak ninki. øquÈ quieres?,imashi,negativo
2596,  quÈ disque. imashi wasipi tukushka. quÈ disque ha pasado en la casa?.,imashna,negativo
2597,  cÛmo. chimpakman jichurishpaka imashnata shamunki. si te quedas al otro lado como vas a venir?.,imashti,positivo
2598,  lo que querÌamos decir. imashti / imashti... mana yuyarinichu rimanka rashkata. esto... esto... no recuerdo lo que iba a decir.,imura,negativo
2599,  cu·ndo. llaktaman imurata pushawanki. øcu·ndo me vas a llevar al pueblo?,inayu,neutro
2600,  variedad de palmera. inayu makitami pitinkapak rirka piskuta pukunawa shitankapak. fue a cortar la rama de la palmera para hacer dardos para la cerbatana.,inchik,neutro
2601,  manÌ. inchik aswata upyapika machachinmi. tomando chicha de manÌ se emborrachÛ.,inina,positivo
2602,  creer. tukuy kan rimashkata ininimi / shinapash shuk mana chayshinallatak rimakpika / kanta Òa mana inishachu. yo te creo lo que dices, sin embargo / si otro dice diferente / ya no te creo.,negativo
2603,inka,  emperador. kunanka inkata mana charinchikchu / shuk sami apukkunami tiyanun.en la actualidad ya no tenemos emperador / tenemos otro tipo de autoridades.,negativo
2604,intillama,  mono perezoso. intillama aychata uray runa ayllukunaka mana mikunchu. las familias que viven rÌo abajo no comen el mono perezoso.,neutro
2605,iÒu,  punto. kallari rimaykunata killkashpa inukunata churanki. al escribir los cuentos deben ubicar los puntos correctamente.,neutro
2606,irki,  flaco. imaraykuta yapalla irki kanki.øpor quÈ est· demasiado flaco?,neutro
2607,isma,  excremento / estiÈrcol. wawa ismata jichunki / ashnakunmi. el defecado del niÒo apesta. wakra ismaka allpawan chapupika muyukunata tarpunkapami alli kan. abonando la tierra con el estiÈrcol de ganado se hace fÈrtil para el cultivo.,neutro
2608,ismu,  podrido. kayna japishka aychaka ismushkami. la carne que cogÌ ayer se ha podrido.,negativo
2609,ishkuna,  desgranar / desgajar. sara kuruntamanta muyuta ishkunkik kaya puncha rantichinkapak. desgranar·s el maÌz para vender maÒana.,neutro
2610,ishkurina,  desgranarse / desmoronarse / desgajarse. Òuka charishka sara sumak ishkurikmi. el maÌz que tengo se desgrana f·cil.,negativo
2611,ishpa,  orina. kunan tuta wawaka ishparishpa pakarishka. el bebÈ amaneciÛ orinado.,negativo
2612,ishpapuru,  vejiga. ishpapurumi wichkarishka / chayraykumi ishpanata mana ushan. se ha obstruido el canal de la vejiga / por eso no puede orinar.,negativo
2613,ishpinku,  ·rbol de la canela / canelo. Òuka wasipika pichka ishpinku yurakunami shayan. en mi casa hay cinco ·rboles de canela.,positivo
2614,itsi,  desnutrido. kanpak wawa yapami itsiyashka. tu niÒo est· demasiado desnutrido.,negativo
2615,jachi,  tÌo. jachipakmanmi rikani. me voy donde el tÌo.,neutro
2616,jaja,  expresiÛn que se utiliza con los niÒos pequeÒitos para lo que les va a hacer daÒo. wawata chuchuta jichuchinkapak nishpa / manturuta jawirishpa riman,positivo
2617,jajachina,  colocar ajÌ en los ojos o en la boca al niÒo travieso y llorÛn.,negativo
2618,jajana,  colocar ajÌ en el ojo / en la boca para callar al niÒo llorÛn. chay wawa jajaytukunatami munan / wakashpa amichiwan. ese niÒo quiere que se le ponga ajÌ / ya estoy harto de sus lloriqueos.,negativo
2619,jaku,  vamos. jaku armankapak. vamos a baÒarnos.,neutro
2620,jamtsi,  afrecho / degenerado. aswa jamtsita pata ukullapi juntachinushka. el afrecho de chicha lo han amontonado debajo del piso.,neutro
2621,jamutana,  entender / oÌr. apukkuna rimashkata jamutarkankichu. ølo que dijeron las autoridades lo entendiste?,positivo
2622,janak,  arriba / curso superior del rÌo. janak runakuna shamunami kan. la gente de arriba tiene que venir. umaman tamiakpimi yakuka juntamun. cuando llueve en la cabecera / el rÌo crece.,positivo
2623,janakman,  hacia arriba / hacia la cabecera del rÌo. janakmanmi Òuka pani kawsan. mi hermana vive hacia arriba.janakman illapashka uyarirka. el disparo sonÛ hacia arriba.,negativo
2624,janakniman,  un poco m·s arriba (no hay una distancia concreta). yayaka. janakniman rirka. øtu pap·? fue all· arriba.,positivo
2625,janaknipi,  allÌ arriba. kanpak aylluka maypimi kawsan. janaknipimi kawsan.ødÛnde vive tu pariente? allÌ arriba vive.,neutro
2626,janka,  cojo / patojo / rengo. rikuy / chay atallpa janka kan. mira / esa gallina est· coja.,negativo
2627,jankana,  cojear / patojear / renquear. imata rashpami jankashpa purin. pukllaysikimantami chaki tullu pakishka. øpor quÈ camina cojeando? por juguetÛn se ha fracturado el pie.,neutro
2628,jankayana,  retorcerse el tobillo / fracturarse las extremidades inferiores. chakimukumi kiwirishka / kunanka hankayanmari. se ha retorcido el tobillo / ahora sÌ que va a estar patojo.,negativo
2629,janpatu,  una variedad de rana anunciadora de lluvia / es de las m·s grandes y comestible. tamyankapakmi jampatuka kaparijun. la rana anuncia que llover·.,positivo
2630,janpi,  medicamento / veneno / curare. jampita rantinkapakmi llaktaman rikunchik. vamos al pueblo a comprar medicamentos. piruti jampi wakllishkami. el curare se ha estropeado.,neutro
2631,janpina,  curar / envenenar / pescar con barbasco. uma nanaywan charikrunami jamirkani. fui a curar al que estaba sufriendo con dolor de cabeza. yakuwata jampinkapak allimi karka. estaba bueno de embarbascar el riachuelo.,negativo
2632,janpirina,  curarse / sanarse. sinchi unkuymanta jampirishpami purihuni. san·ndome de una enfermedad mortal estoy por aquÌ.,negativo
2633,jantia,  s·balo. uchilla yakukunapika tawka jantyami tiyarka. antiguamente hubo cantidad de s·balos en las quebradas.,negativo
2634,japichina,  encender / prender. ninata japichi. enciende el fuego.,negativo
2635,japina,  coger / apresar / aparear / entender. kuchita japinki / runtuta surkushun. coger·s al puerco para castrarlo. mana samashpa japik kari atallpamari. es un gallo que pisa sin descansar. tantanakuypi rimashkata japirkankichu. øentendiste lo que dijeron en la reuniÛn?,positivo
2636,japinakuna,  agarraese / cogerse. chikan purikkuna / piÒanakunkapak japinakurka. andaban separados / se agarraron a insultos. kay sinchi yakuta chinpankapak / makipura hapinakuychik. para cruzar este rÌo ag·rrense de las manos.negativo
2637,japirina,  cogerse / sostenerse / enredarse / encenderse. kaspipi japiri. cÛgete del palo. kasha waskapi japirishpa urmarka. se cayÛ enred·ndose en el espinero. paypak munay nina japirishka. el fuego se ha encendido de por sÌ.,negativo
2638,jarka,  obst·culo / impedimento. kay jarka ama purinkapak churashkami karka. este obst·culo estaba colocado para no pasar.,negativo
2639,jarkana,  atajar / impedir / detener / estorbar. chay runata jarkay ama richu. estÛrbale a nandino para que no se vaya.,neutro
2640,jarkarina,  atascarse / obstruirse. kaspi yapa tiyakpi achka kutin jarkarirkanchik. porque habÌa muchos palos nos detuvimos varias veces.,neutro
2641,jarkashka,  corral / cerco. kuchikuna jarkashkami urmashka. se ha caÌdo en el cerco de los puercos.,negativo
2642,jarnina,  roncar. kuchi shina jarnishpa puÒunki. cuando duermes / roncas como puerco.,negativo
2643,jatachina,  levantarse / alzar. tutata jatarirkani. me levantÈ en la maÒanita. mashakta pay mana ushakpi / Òuka jatachirkani. porque Èl no puede con lo pesado / tuve que levantar yo.,negativo
2644,jatarina,  levantarse / pararse / despertarse. kunkaymanta jatarishpa jaytawarka. se levantÛ de improviso y me agrediÛ. tutapi achka kutin ishpanayakpi jatarirkani. en la noche me levantÈ varias veces para orinar.,neutro
2645,jatun,  grande / alto / amplio. jatun llaktapimi kawsan. vive en ciudad grande. rayuka jatun runami riman. dicen que el rayo es un hombre alto. jatun sara chakrata rurashka. ha hecho un maizal muy amplio.,negativo
2646,jatun-mama,  abuela. Òuka jatun-mamata mana riksirkanichu. no le conocÌ a mi abuela.,positivo
2647,jatunnaya,  mediano / poco grande. jatunnaya allpatami chini. mi terreno es un poco grande. yasuni yakuka jatunnayami kan. el yasunÌ es un rÌo mediano.,positivo
2648,jatun-yaya,  abuelo. paykunapak jatun-yayakunaka chayrami kawsan. los abuelos de ellos a˙n viven.,positivo
2649,jatsiana,  estornudar. lumaritsu japishpami yapa jatsyachin. la gripe hace estornudar bastante.,negativo
2650,jaw,  øquÈ?. jaw / imata rimarkanki. øquÈ jijiste? no te escuchÈ.,negativo
2651,jawa jawalla,  a medias. kiwata jawa jawalla pichankichik. cortar·n la hierba a medias.,positivo
2652,jawa,  alto / grande. Òuka churika jawa runami. mi hijo es un hombre alto. pata jawa kashkarayku yaku mana paktarkachu. por ser ato el piso / no llegÛ la creciente.,neutro
2653,jawalla,  poco profundo. kaytaka rinallami / hawallami. por aquÌ no hay como ir / est· un poco profundo.,negativo
2654,jawaman,  encima / hacia arriba / arriba. wasi jawaman sikashpa almayarita churay. pon la cumbrera subiendo al techo de la casa. kay pachapi yanapashka washa / kuyllurkuna jawaman sikanushka. despuÈs de ayudar en este mundo / las estrellas subieron al cielo.,positivo
2655,jawamanta,  de arriba / desde encima. jawamanta wayra shina uyarimushpa / tsatsapi shuk pishku shayarirka. bajÛ con un ruido como de viento y vino a posarse esa ave en la playa.,positivo
2656,jawapi,  sobre / encima. kaspi pallka runa jawapi urmarka. una rama cayÛ sobre la gente.,negativo
2657,jawayana,  subir / sobre. jawaman mana pakta ushashpaka / tiyarinamanta jawayashpa japi. si no alcanzas / p·rate sobre la silla.,negativo
